,A,B,C
52,-0.0038459906830918124,-1.0960196513596945,-0.9963771121020497
53,-0.0038850764081918656,-0.9544541437632685,-1.031179560639552
54,-0.015143893842459503,-1.084004858823381,-0.9852523595626863
55,-0.015183436145689188,-0.9658294854444903,-1.0420939349576073
56,-0.003845429541889515,-1.0720930162247264,-0.9741901783435996
57,-0.0038849800463018505,-0.977078029698144,-1.0529745756714122
58,-0.015143799076358936,-1.0827585378691702,-0.985449653271693
59,0.007413447459418555,-0.9658258174930059,-1.0638281306587678
60,-0.026422698367115017,-1.0933058643530666,-0.9966882144048008
61,-0.0038843394416565803,-0.9548005958425148,-1.0522369582895357
62,-0.015118934206849542,-1.1037501510552936,-1.0078866278997112
63,0.007414099933284274,-0.9662997220373226,-1.040906628999932
64,-0.02641730473464058,-1.0917773202425187,-0.9967386129946068
65,0.018704615389647215,-0.977711219970337,-1.051816998542337
66,-0.03771571264455761,-1.0799578827979026,-0.9856867925188796
67,0.030002662633164416,-0.9889645299328806,-1.0404659690869784
68,-0.04901408197606977,-1.0906809447146955,-0.9969215658590773
69,0.04130104393872081,-0.9778503271624424,-1.0291996756622146
70,-0.060312358159445426,-1.0789140901747372,-0.9858529112821092
71,0.03000199601277173,-0.9667733433222991,-1.040178072114653
72,-0.07161024358766385,-1.0671593130127137,-0.9747994038291177
73,0.041299309963823576,-0.9780456535212491,-1.028809813562021
74,-0.08290833509125774,-1.055459774863907,-0.9637493047080338
75,0.0525869377684265,-0.9892782757895625,-1.039725468227448
76,-0.0716089562080365,-1.0437976866662435,-0.9750086899070559
77,0.041279295347226054,-1.0003994661146336,-1.0506238929114922
78,-0.06030993028941922,-1.0546136962586168,-0.964022343448097
79,0.05257769532340527,-0.9891158092136995,-1.039225298341516
80,-0.07160728728824406,-1.0653394013918736,-0.9752701331865616
81,0.04127769979031353,-1.000284321643926,-1.0278414566703677
82,-0.06030864306762024,-1.0536906807093755,-0.9864390877097866
83,0.02997810599198152,-1.0113329474962884,-1.0388722553053613
84,-0.07160655902942593,-1.042069692560061,-0.9754445550963702
85,0.04119089689315915,-1.0223852409422045,-1.0498266927528825
86,-0.06030803194459553,-1.0305750675281258,-0.9644647562798447
87,0.029891841523855166,-1.0333661427860374,-1.0606773134361525
88,-0.0490094627269958,-1.0191238332449084,-0.9757359676344955
89,0.041190239076885064,-1.0442363697083188,-1.0715246352989791
90,-0.06029559675420699,-1.0300809118327208,-0.9870041535418207
91,0.05219688228717912,-1.0326826934309332,-1.0601453087259851
92,-0.04899697008555022,-1.01860168602723,-0.975947081964778
93,0.04089675594812355,-1.0211588922583916,-1.048745221137526
94,-0.03769731150342103,-1.0294867831008034,-0.987144248196041
95,0.05219507984298375,-1.0320538387198508,-1.0374114484677832
96,-0.04899482844278619,-1.0403603880125747,-0.9983309781404845
97,0.06349302267342581,-1.0429461735827785,-1.0483758681133004
98,-0.059944456925535,-1.0512589005981894,-1.009491288262224
99,0.05219414478907712,-1.0314240849384502,-1.0371032705045244
100,-0.04864579307545047,-1.0620661036665104,-0.9983575807067198
101,0.04089508166715927,-1.019951535096837,-1.0480876452639245
102,-0.03734722586908069,-1.072778467769427,-0.9871987025622153
103,0.02959628580299607,-1.0085406585807033,-1.059041552798565
104,-0.026048734795740776,-1.0834835204030013,-0.9761480169918219
105,0.01829778220097056,-0.9972075066806704,-1.0699164972090454
106,-0.014750169286792522,-1.0940735285874081,-0.9651669098127259
107,0.0069992823269781745,-0.9858315324081182,-1.0584253636517043
108,-0.0034512732537722245,-1.1045804717426075,-0.9764201106847991
109,0.018279508783509552,-0.9745911744069901,-1.047071608780479
110,-0.014742574150992883,-1.0926955832381364,-0.9654045826972837
111,0.029409885428801987,-0.985798931865743,-1.0357198692341028
112,-0.026040946826948564,-1.103383212243506,-0.9766376433888749
113,0.040707376383742576,-0.974522904973647,-1.0466892591477588
114,-0.014742303094976001,-1.0914322020693739,-0.9656385197832454
115,0.052005647780141835,-0.9857335184304855,-1.0575916583721126
116,-0.026038745086692353,-1.1020715488129278,-0.954663437234861
117,0.04070699099435263,-0.9969367675229696,-1.0462234972301363
118,-0.014740194427535266,-1.0902651496786833,-0.943721008900117
119,0.02940847242013171,-1.0080174650400582,-1.0572228444215441
120,-0.0034416889366893173,-1.0785174813048812,-0.932796119266733
121,0.01810982051336844,-1.0190392907216088,-1.068131610066442
122,0.007856739794683508,-1.0668181212686065,-0.9219561407156515
123,0.0068113060206786025,-1.0300559523972355,-1.0789441677214295
124,0.019017241948644348,-1.0551986095439017,-0.93342758629771
125,0.018109280991394607,-1.0409504060746662,-1.0675860948182827
126,0.030315647941392156,-1.0435851817728583,-0.9225634975739316
127,0.006810860267134052,-1.0518116543512053,-1.078457026720534
128,0.01901584565790699,-1.0544441115464014,-0.9117481682575026
129,-0.004487596092524632,-1.0402550529340395,-1.0893227210226242
130,0.030311222465533944,-1.0428586119340988,-0.9010217159283103
131,-0.01578601928551978,-1.0511578165408633,-1.0778390130242372
132,0.04160946418879772,-1.0538121117471377,-0.8902692609973877
133,-0.004487554841613941,-1.039629666104003,-1.0886110041192363
134,0.030310970139391925,-1.0422176481123437,-0.9018000136137075
135,-0.015785984550199056,-1.0505116851569745,-1.0994296293819286
136,0.04160900620622759,-1.0307395038889333,-0.8910226592908688
137,-0.004487511512449185,-1.0613630216518286,-1.1101602113262805
138,0.030310406115806023,-1.0192594471853602,-0.880333716841647
139,0.006810929365435384,-1.0497253874329187,-1.0985030959632025
140,0.01901166568353436,-1.0302569541139384,-0.8919122624667934
141,0.01810924389653722,-1.0382245798699692,-1.1092947109323745
142,0.0018300838535889414,-1.0412603747221514,-0.8812046097542721
143,0.006810259992604967,-1.0267478649309523,-1.1200150389617278
144,-0.009468341365938148,-1.0297480482734664,-0.8705155559121525
145,0.01810864478265383,-1.037644983600515,-1.1306483100024751
146,-0.020766744761898555,-1.0406741209040853,-0.8598772489966813
147,0.029407057231392444,-1.0261225530398028,-1.141353197425029
148,-0.032065083148793014,-1.05161604011494,-0.8493226670338466
149,0.018108562354725584,-1.0146386274432344,-1.1297209349907853
150,-0.020766594459448548,-1.062452714677703,-0.8387545928330095
151,0.029406948432356264,-1.0256422543951016,-1.1403569991687652
152,-0.009468143840832579,-1.050840530237819,-0.8282035534532081
153,0.01810849958648957,-1.0365584861311472,-1.150978665390474
154,0.001830286150411623,-1.0616864622783342,-0.8399575005260089
155,0.006810030821333514,-1.0474761965284056,-1.1392739205012268
156,-0.009467990840193808,-1.050146108854411,-0.8516523694795405
157,0.018108454575472076,-1.0359741158433937,-1.1499391334041884
158,-0.020766306758075493,-1.0386117706286326,-0.8410550832701019
159,0.029406792211688994,-1.0468658959114305,-1.1605358903324743
160,-0.03206471368929263,-1.0495170326559775,-0.8304975091625256
161,0.01810835869322164,-1.0353685232873366,-1.1710636320432324
162,-0.020765756015430254,-1.0603817530456514,-0.8199791647819202
163,0.029406667676681635,-1.0239143875739631,-1.1593278742409
164,-0.031968457779288556,-1.0488043765843076,-0.8317234886802677
165,0.04068829664660458,-1.0348851633992162,-1.1699078442035187
166,-0.02066994746322912,-1.059701309908162,-0.8434323503041739
167,0.029389773434061035,-1.0234296216798446,-1.1581246535840684
168,-0.031945812467396,-1.0705215480816508,-0.8550835830189727
169,0.01809121717515896,-1.0119962038361043,-1.1687275723827109
170,-0.020647276838158923,-1.0813620487194562,-0.8444231915909527
171,0.006792749651617415,-1.0006723337753072,-1.1792979240066996
172,-0.009348816285110558,-1.0695763088752415,-0.8338467175033272
173,-0.0045056807247347615,-1.0117953657182819,-1.1675532003318632
174,-0.020647233060922924,-1.0579305538553654,-0.8455070839321182
175,0.006792747384223052,-1.0228200887138448,-1.178153405238399
176,-0.03194564930177017,-1.0463566064049006,-0.8348929378460248
177,0.018091168947251813,-1.0113454550166687,-1.1886825058559038
178,-0.04324308618182457,-1.0572749136814859,-0.8243103924939784
179,0.02938958968949116,-0.9999539172012178,-1.1991667524308487
180,-0.05454148000833138,-1.0680554219000138,-0.8137644610613952
181,0.018091038914472567,-1.0110402080667362,-1.2096803448977813
182,-0.043242790477078324,-1.0565221124303112,-0.825509806340015
183,0.006792519986235662,-0.9996819312916876,-1.2201650107831161
184,-0.03194346383052368,-1.044966512398633,-0.8149640911376269
185,-0.004505832438213766,-1.01073114618331,-1.20828822559331
186,-0.02033590424833491,-1.0333775093274564,-0.8044281176098159
187,0.006792590167211535,-1.0217433405818475,-1.2187376663301002
188,-0.009037464707367576,-1.0219310011956928,-0.8161785024066078
189,-0.004505838956938225,-1.010268312673353,-1.2292042047548577
190,0.0022609659387354806,-1.0104389556208218,-0.8056329013604233
191,-0.01580370502611822,-1.0212973170304585,-1.2396015495916188
192,-0.008835861234566693,-0.9990188543065713,-0.7951349152965673
193,-0.0045052733550443305,-1.0322915684429685,-1.227718494537114
194,-0.02013425927651481,-0.9876934118361438,-0.7846559403676283
195,-0.01580356853753605,-1.0431987915299445,-1.2157930939250838
196,-0.008835660701855628,-0.9987806883543566,-0.7964396021538342
197,-0.027100451808223677,-1.054101684412725,-1.2039180233908973
198,0.002462772310598797,-0.987414680056469,-0.8081666240128272
199,-0.015801917499498334,-1.064918795913642,-1.2144485365010593
200,-0.00883565379616548,-0.9984832882394986,-0.7976396561059427
201,-0.00450342268197191,-1.0758583441000285,-1.2026438107205213
202,0.0024627831075186217,-0.9871460976336277,-0.7871329818618964
203,-0.015801190207969367,-1.0866102211044348,-1.2131011900302413
204,-0.008835600991854054,-0.9758471613720837,-0.7989077709778185
205,-0.004502594525187056,-1.0973353279475748,-1.223604915690354
206,0.002462834188641799,-0.9870200624986748,-0.7884044668420678
207,-0.015801010318945517,-1.1080922106301119,-1.2117635691530495
208,0.013761244840361153,-0.9757134599193044,-0.8001777837329416
209,-0.02709929477094847,-1.0963338905609492,-1.1999882881747548
210,0.02505966370300332,-0.9644277810770002,-0.8119098120705603
211,-0.03839769171681571,-1.1070237765821687,-1.2106022304694073
212,0.03635807421067,-0.9755970791969674,-0.8013354046192699
213,-0.04969468008043711,-1.0952878289081012,-1.2210847419062647
214,0.04765630857771168,-0.9867628514047384,-0.7908118814233686
215,-0.06099305669344885,-1.08364233384905,-1.209265577265337
216,0.05895467902421607,-0.997925983138467,-0.8025474587635066
217,-0.07229077011761784,-1.0719960895537806,-1.1975377068067556
218,0.07025275528900353,-1.0089781088411098,-0.8142475921539246
219,-0.06099216579518206,-1.060337259858875,-1.1858488064563377
220,0.05895425756187914,-1.0199342409490542,-0.8036695839503507
221,-0.04969023986347366,-1.0711746605124677,-1.1964428901466317
222,0.07024609206647825,-1.0085275996315606,-0.7931301700463012
223,-0.038391729918398315,-1.0820607567315124,-1.2070117136875085
224,0.05894609326668296,-0.99716382897741,-0.8048660555291779
225,-0.02709329773752219,-1.0704218251037645,-1.1952587697633743
226,0.04764766247189313,-1.0082508972782331,-0.8165227397987899
227,-0.03837826600083966,-1.0588796706114862,-1.205792890277706
228,0.03634917309274365,-1.019284934661714,-0.828153721088364
229,-0.027053039034175462,-1.04731766190117,-1.1940681919412988
230,0.04764745124182083,-1.0303186228637684,-0.8397824301757122
231,-0.015754582987698912,-1.0358088559640124,-1.1823681803765382
232,0.036348910540743094,-1.0188250428125818,-0.8513447380525295
233,-0.027052906754830755,-1.0242667099391098,-1.1929878528186377
234,0.04764728703902868,-1.029727459466046,-0.8406401546776091
235,-0.038351119511563336,-1.0351787439422055,-1.2036171621538219
236,0.036334612188573236,-1.0406293090049226,-0.8299893192349409
237,-0.027052479870908273,-1.0460769002803019,-1.1919767253398765
238,0.02503613909146165,-1.0291249809223695,-0.8193487621753887
239,-0.015752841529064258,-1.0569681516728338,-1.2026026689386955
240,0.013737657487327833,-1.0176834153272345,-0.8087175435613341
241,-0.004453542353476315,-1.0454072340864078,-1.213190502981936
242,0.00243920396599375,-1.0286371105951937,-0.7981257658880836
243,-0.01575196250577953,-1.056275813880437,-1.2237301878774354
244,0.013737627674746577,-1.0396365660362337,-0.7875515822384447
245,-0.004453528238891641,-1.0447588572669961,-1.2342929796987097
246,0.0024392185593628446,-1.0281227079417399,-0.7770002713305232
247,-0.0157518145893376,-1.0332159993090866,-1.2448028204842556
248,-0.008859080092854132,-1.0390674626805143,-0.7664610614674419
249,-0.027049874974812455,-1.0442045381298857,-1.2552072486087649
250,-0.020157497617308458,-1.0276199360905676,-0.778227320387365
251,-0.015739282303819928,-1.0327246028121002,-1.2434197929129995
252,-0.008858971526323705,-1.0385803782898304,-0.7676989649665534
253,-0.026989095710149433,-1.0437102837600263,-1.2538967973224697
254,-0.020157333929960285,-1.027073943645272,-0.7572005854046551
255,-0.01569054988617841,-1.0546328257045432,-1.2644252861682825
256,-0.03145569004705616,-1.0155735902994771,-0.7467312357285604
257,-0.004392087923829247,-1.0654957924656745,-1.2526119554094524
258,-0.04275410444574862,-1.0265741218453255,-0.7585131134562595
259,0.006906316272182182,-1.0763654681240253,-1.2408121990950314
260,-0.031455624593341704,-1.0151871955876233,-0.7702593859942232
261,-0.0043921129510129525,-1.0647990322948955,-1.2290079161279952
262,-0.04275402867943993,-1.026209811978222,-0.7819880158917727
263,0.006906111711708333,-1.053295123715587,-1.2173067005341414
264,-0.05405216057710993,-1.0148033166551014,-0.7714212165523209
265,0.01820068341209673,-1.041764788368465,-1.2278456627965795
266,-0.042673640683974376,-1.0257928396186144,-0.7608838561099006
267,0.006902240046928194,-1.0302542011625242,-1.238395565830914
268,-0.031375207536287315,-1.0367903766325184,-0.7726190061928038
269,-0.004395724506115286,-1.0187163917915558,-1.2266558770020655
270,-0.020076599617433032,-1.0477032108570143,-0.7843115680421114
271,-0.01569413136540515,-1.0072641208469217,-1.237203892406274
272,-0.008777821030875125,-1.058551836014817,-0.7959805233668159
273,-0.004395676278322817,-1.018298718979936,-1.2254787913937668
274,-0.020076065121054386,-1.0470040414018724,-0.7853688455670178
275,-0.015694093125682793,-1.0068334718830212,-1.2137444030725604
276,-0.00877764424039867,-1.0579401528475272,-0.7970351339255941
277,-0.004394538673477687,-0.9954401239926796,-1.224386527586688
278,-0.020076050518717522,-1.0688464168503853,-0.7864291176614067
279,-0.015692959721813882,-0.9841305684383753,-1.234970771670062
280,-0.008777611535538103,-1.057271977228733,-0.7758492493663625
281,-0.026991275613292582,-0.9952018690004073,-1.2455424913313167
282,0.0025208231268894197,-1.0457015980058453,-0.7652984620183038
283,-0.03828703654071218,-1.0062388366295365,-1.233796377672861
284,0.0138192476087688,-1.0566207557178726,-0.7547488295442376
285,-0.04881951460107305,-0.9948810138456536,-1.2443347634738506
286,0.0025208198414111943,-1.0451150201872326,-0.7664635869063632
287,-0.0375210528545952,-0.9835112878369076,-1.2325795675470723
288,-0.008777403417581753,-1.0560285239633713,-0.7781576321676362
289,-0.04881940135826122,-0.972174671676408,-1.2208759447919793
290,0.002518337637877974,-1.0669046549491341,-0.7898072154489109
291,-0.060104770094246196,-0.9832937211571812,-1.2314951071488411
292,0.013816714529239573,-1.0777746450342804,-0.7791665792327334
293,-0.07140205929026332,-0.9720129211228378,-1.2421319988545614
294,0.025114201363287864,-1.0662017123345706,-0.7685715208361726
295,-0.08270040034656319,-0.9831409601241595,-1.2526893407538418
296,0.03641256290762748,-1.0546174752792785,-0.7579968460962805
297,-0.09399877526076861,-0.994225432023541,-1.2632379293527498
298,0.04771094832026249,-1.0430867661038499,-0.7474574967113293
299,-0.1052965262218717,-0.9828654055569801,-1.2737463512385192
300,0.036412458304847045,-1.0540164093417588,-0.7369382138457437
301,-0.11659486025156807,-0.9715620338109738,-1.2842919934699988
302,0.025114017409691252,-1.0425029987927574,-0.7264480078208084
303,-0.1052963844209812,-0.9826570048129681,-1.2724988207873063
304,0.03641237744201595,-1.0534084142899347,-0.7382119876929509
305,-0.1165943007228976,-0.9713430261091923,-1.2607342009091678
306,0.04771068217222577,-1.064295576351799,-0.7499400369559224
307,-0.1278925928697189,-0.982478891728776,-1.2712555425202523
308,0.059008082745625696,-1.0752279765355763,-0.7394021963033225
309,-0.13919001404080747,-0.9711671982452499,-1.2594316041630178
310,0.04770963474800535,-1.0636558792571638,-0.7511294036151928
311,-0.1278910982901415,-0.9598736411174902,-1.247695226839529
312,0.05900760380721594,-1.0520788246494297,-0.7628325400803753
313,-0.1389633982491215,-0.9710043583279219,-1.2583052561480685
314,0.04770915311364786,-1.0629669994964028,-0.7522606634832322
315,-0.12766481907611557,-0.9597181535285831,-1.2465735300938847
316,0.03640901207697514,-1.0513800638790805,-0.741689383857395
317,-0.13896171969907756,-0.9708203458643285,-1.2570940843814145
318,0.04770568138041609,-1.0622550068600267,-0.7533993888364243
319,-0.12766294156524363,-0.9819595033658661,-1.2454044777544921
320,0.03640715729899877,-1.050737045476624,-0.7650863261842606
321,-0.1389613087463741,-0.9930644354910614,-1.2337518642266794
322,0.04768406830595503,-1.0392094473653704,-0.776743024066282
323,-0.1502596116954548,-0.9816710594456916,-1.2220780294726588
324,0.0588321342289725,-1.0501421718166437,-0.7883693615780945
325,-0.1615579556727006,-0.9703392187759202,-1.232744009803393
326,0.0701201971916832,-1.0386239398108528,-0.7777202382743399
327,-0.1728560838601058,-0.9814307872739888,-1.2433730175252116
328,0.0814171523278247,-1.0271260089724155,-0.7670771055633233
329,-0.16155183030691297,-0.9925311958674083,-1.2316448797042743
330,0.07011870685517323,-1.0156497272002483,-0.7787099933623471
331,-0.15025327555557147,-1.0035596284475783,-1.219999047361422
332,0.08141705449922305,-1.0042081300428285,-0.7680541347317535
333,-0.16154975012104478,-1.0145407320199642,-1.2306124087938368
334,0.09271530985756643,-1.0152538388770702,-0.7796925339633419
335,-0.17284780270564978,-1.00313012674715,-1.2412776697077315
336,0.08141559854858747,-1.0038094593886098,-0.7690530702226726
337,-0.16154932515457734,-1.0141599872475273,-1.2518959006458652
338,0.07011714367401445,-0.9924272988908467,-0.7584207367620246
339,-0.17284732852851914,-1.025157894073144,-1.2625049821854624
340,0.08141494470566096,-0.9810902075152109,-0.747813735780632
341,-0.1841437980394931,-1.0361221091512351,-1.250752106502703
342,0.07011641243260815,-0.9697751324978207,-0.7594727035341946
343,-0.1728451489754126,-1.0245752780997281,-1.2613679818457357
344,0.08140737764094753,-0.9808244407297685,-0.7711277653676308
345,-0.1615465884522268,-1.0354999175847448,-1.249691131417975
346,0.07010888593006642,-0.9919147845542929,-0.7604953631405348
347,-0.15024776502663414,-1.0464583904418432,-1.2602838917332138
348,0.08140728736642383,-0.9805669488047336,-0.7498818869718495
349,-0.16154608116443123,-1.0349391918719408,-1.2709031739791496
350,0.09270530939211713,-0.9916471606452559,-0.7392955290823776
351,-0.17243117984592862,-1.0234538169930714,-1.2591764265786582
352,0.0813474110141291,-1.0026564722330873,-0.7509658044573324
353,-0.16113255443645721,-1.0119894775716667,-1.269800898643795
354,0.09264581778726741,-1.013697071182004,-0.7403589043397704
355,-0.17243079988243612,-1.0005480501947772,-1.2580812825678513
356,0.10393955233924522,-1.0246351310854733,-0.7520368402169167
357,-0.1837262920601657,-1.0115777804552224,-1.2464301916911116
358,0.11523705483121682,-1.0131262841302981,-0.7414166673777671
359,-0.17242760093717385,-1.0225650302172034,-1.2570055296136584
360,0.10393830514269987,-1.0017069210086569,-0.7530651779869768
361,-0.18372582234494425,-1.0335461897013685,-1.2676107122010118
362,0.11523040720913814,-1.0127453718800323,-0.7647061768628455
363,-0.19502322499679908,-1.022121711572271,-1.2559292060064442
364,0.1265246164618848,-1.0013520109262368,-0.7763111897538396
365,-0.18372388591677555,-1.0331289968000668,-1.2665765851028747
366,0.1152260445009776,-0.9900006198115345,-0.7656308287996345
367,-0.17242507615668715,-1.0216898989700054,-1.2772017634667217
368,0.1039169364895114,-0.9786517972294453,-0.7549860127733157
369,-0.18372340617766683,-1.032659200299162,-1.2654823133994102
370,0.11521521826224054,-0.9673206051829113,-0.7666026178348846
371,-0.19502082538898613,-1.0436282564175765,-1.2760986603514244
372,0.10391670914382138,-0.9560383573335317,-0.7559404105287549
373,-0.18371966360701172,-1.0321243232694775,-1.2867121045515122
374,0.092618249166965,-0.9447315269645046,-0.745321485410497
375,-0.17241257848785993,-1.0431082022447862,-1.2750160268327322
376,0.08131973770810731,-0.9334981162090549,-0.7347017750379864
377,-0.16111342693050448,-1.0316128549811638,-1.2633050502359338
378,0.07002106504188058,-0.9222377618196363,-0.7463430188856927
379,-0.14981480297363575,-1.042571579792283,-1.27388175427375
380,0.05872250557872689,-0.9110423034329688,-0.7579672430675253
381,-0.13851281452011124,-1.031090667579582,-1.2622105483405908
382,0.07002090929508348,-0.8998153820820292,-0.7695716656587949
383,-0.14981111109077724,-1.0420483445814286,-1.2728508721518663
384,0.08131921587753539,-0.8886606435081038,-0.7588852299160229
385,-0.16110947637713155,-1.052971848107167,-1.2833921577169651
386,0.09261725032893132,-0.8775489337094884,-0.7704675426069781
387,-0.17240785468170527,-1.041469949403578,-1.27166896641789
388,0.10391511083080116,-0.8888522316791627,-0.759767451642231
389,-0.16110706894143426,-1.0300098090765906,-1.2823029224081472
390,0.0926160643432365,-0.8777234418094163,-0.7491051208215648
391,-0.14980746721390772,-1.0409564192060197,-1.2928574790684557
392,0.10391444428483627,-0.8890448100778119,-0.7384601365439275
393,-0.1611057110714614,-1.0519173985845227,-1.3033930518141645
394,0.11520776807703811,-0.8779167336321537,-0.7500837063596136
395,-0.14980702922518901,-1.0404025724816133,-1.291651776348815
396,0.10390849674663516,-0.8667800975901206,-0.761693345036632
397,-0.13850816005390235,-1.0512960096460195,-1.2799555304843628
398,0.11520686417961579,-0.8781054656913341,-0.7732780659291885
399,-0.14980627723304415,-1.0397640614375117,-1.2683069566969916
400,0.1265051289254581,-0.8894387440745158,-0.7848383986750599
401,-0.161104028821859,-1.0283114479299336,-1.2566687568715902
402,0.13776470686974776,-0.9007141636438546,-0.7963736182541283
403,-0.14980132302526555,-1.016855572126096,-1.245034528903868
404,0.1490630469865589,-0.9119647981615999,-0.8078843058613738
405,-0.16109951792223803,-1.0278690260867163,-1.2334486542572884
406,0.13776445535348536,-0.9007697413439629,-0.7971182921027005
407,-0.14980008608894885,-1.0388326199725981,-1.244118584007381
408,0.12646599689978152,-0.8895731960210882,-0.808627465544842
409,-0.13850161302413433,-1.0497447648763065,-1.2325120150811995
410,0.11516152893615501,-0.8783911396266383,-0.8201091744528526
411,-0.12719164350972692,-1.060629687186896,-1.243201707586446
412,0.10386286798767795,-0.8896611350164658,-0.8092965240438637
413,-0.11589307375164859,-1.0490993714296042,-1.2538393849706697
414,0.09255951918120915,-0.9009093649167716,-0.8207789964824861
415,-0.12719129853132846,-1.037585047778593,-1.242207979804405
416,0.10385625715560425,-0.9121429735813565,-0.8322602932035167
417,-0.1384895014441967,-1.026099050852466,-1.2306415346650563
418,0.11514869413492482,-0.9233830603620157,-0.8214353979698167
419,-0.14978780804583972,-1.0146315363170275,-1.241320437844186
420,0.12644635991233233,-0.934564934716501,-0.8106180089778748
421,-0.1610849761736929,-1.0032216291926306,-1.2520215114971478
422,0.11514775383588846,-0.9233229849221428,-0.799831703260406
423,-0.14978604159424486,-1.014223694530467,-1.2626830193248797
424,0.10384899553089617,-0.934501475272384,-0.7890650125570234
425,-0.13848464211933956,-1.025226450922733,-1.2733082237164208
426,0.11514282630278949,-0.9232617087050272,-0.8005803488469636
427,-0.14977074760144937,-1.0137808218512827,-1.2616881207237587
428,0.10384351719251303,-0.9344323895197707,-0.8120681856394217
429,-0.13846898145865763,-1.002342242365439,-1.2500775336482155
430,0.09254500994639651,-0.9455912829981193,-0.8235269004301006
431,-0.12716819230405305,-0.9909263868281992,-1.2384758553653845
432,0.10384320490832182,-0.95675484196871,-0.834960431603048
433,-0.13846565428585803,-0.9795761219994256,-1.249188653628343
434,0.09254474404668615,-0.9454265132165637,-0.8241210544326709
435,-0.1271540336988904,-0.9681899467050302,-1.2598711821766584
436,0.08124626236843246,-0.9565320768179688,-0.8133104280516438
437,-0.11585422530155114,-0.9568475677072292,-1.2705355072286355
438,0.06994745989179164,-0.9676056983802716,-0.8025122909791881
439,-0.10455569472329938,-0.9455196705149145,-1.2588981134098924
440,0.08124583254848872,-0.9786797742984833,-0.8139758645484787
441,-0.11585387458607749,-0.9566647231862265,-1.2696011892407137
442,0.09254421579445556,-0.9673100035429337,-0.8031718415624837
443,-0.12715144316968244,-0.9677694642169583,-1.2802708142205306
444,0.08124557907043561,-0.9559889963241933,-0.7923925314374815
445,-0.11585269344648769,-0.9564327414039621,-1.2686367299237669
