,x,y,z
79,0.007474066060312118,-0.9713561640117612,-1.002536931892191
80,0.00487202334358667,-0.9710233500370232,-1.0027343550719698
81,0.0027569011131510766,-0.9685394706121769,-1.000511906850329
82,0.002702048483450123,-0.9727884850333128,-1.00245643373686
83,-0.004567304130510282,-0.975691151917683,-1.0052428385422139
84,-0.0033355591293390435,-0.9729990381306791,-1.007867986222929
85,-0.0005664017281487973,-0.9717659088338909,-1.0083338895720948
86,-0.004048410580259495,-0.9723529035666504,-1.0063584335947724
87,-0.0012642613152052833,-0.9709809559006393,-1.0062426990712328
88,0.004632329267726329,-0.9678560945938549,-1.0047224361072322
89,0.0017188227141375304,-0.9722182387182077,-1.006329768743538
90,-0.0025575479632194377,-0.9749640783868251,-1.007203804865155
91,-0.00028849065026489984,-0.9698032654794756,-1.0061849232115456
92,0.00018443397982238313,-0.9668181370114618,-1.0073146005942424
93,0.0020803227811190036,-0.9667718828352904,-1.004226524441703
94,0.0066424042471545245,-0.9675877390251878,-1.0045369212918671
95,0.0015524001909779188,-0.9670681035426625,-1.0104867152199961
96,-0.0006662936816712291,-0.9692529368150249,-1.009882002686983
97,0.002672488872464879,-0.9744282562602521,-1.0089026042229619
98,0.0003175801910964368,-0.9734532654346003,-1.0076039507960621
99,-0.0025244890894175476,-0.9730673646112125,-1.008639693732762
100,0.00014722470555241667,-0.9732947952923827,-1.008727442533798
101,0.0035931856796943204,-0.969099853628474,-1.0034246504324749
102,0.004106724491919613,-0.9682488799748772,-1.0024208047018839
103,0.002886999602571289,-0.9707329633850985,-1.0044768931329155
104,0.0002052517860687369,-0.969078012920289,-1.0057793439962717
105,-0.0012445591356243335,-0.9665190258667566,-1.0080029008086264
106,-0.003081492128871677,-0.9677231598125009,-1.0014619952361048
107,-0.005667927549736208,-0.9707219477376686,-0.9958041902666503
108,-0.0013655368373465897,-0.9695287464457635,-1.001159117560871
109,0.0005090351322008565,-0.9643789924782069,-1.0014578574317488
110,-0.00047028340775423386,-0.9655411265086107,-0.9985884287477069
111,0.00030926149776944916,-0.9724809324565463,-1.0006478580401883
112,2.3101580707267708e-05,-0.9722288285342782,-1.0036058970116708
113,0.002277292705172058,-0.9641650455024167,-1.004541222416578
114,0.004618196060185667,-0.9654427881076755,-1.0033222678602922
115,0.006424963376943164,-0.9713282626385662,-1.0035349070984043
116,0.0009178815793246709,-0.9692711997133845,-1.0046759297316195
117,-0.002543177236524059,-0.9666195025514804,-1.001559693398294
118,-0.0040197415109859466,-0.9671324000191192,-1.0056082493709126
119,-0.0023907170540649176,-0.9650597802598109,-1.0088096712589905
120,0.003136218947811875,-0.9685168285451571,-1.008478270409119
121,0.0009898572120779715,-0.9704778758724234,-1.009174327486789
122,-0.0021733299712931625,-0.9684356470079473,-1.0093081583920676
123,-0.0016593311974332369,-0.9703080196022488,-1.0106149884584132
124,-0.0002731847939853257,-0.9673255558701518,-1.0099435655820472
125,0.0018531052124258385,-0.963026346295445,-1.0078389576669315
126,0.0013834242961062793,-0.9668763275374177,-1.0041693400211693
127,-0.00047665280493540375,-0.9685584181834123,-1.0042828782819901
128,-0.003404475466887448,-0.9637847676459428,-1.0040846254201832
129,-0.006645916542270909,-0.9643738569752791,-1.0094730155137863
130,-0.005686748769905336,-0.9658842665887236,-1.0105717643468686
131,-0.0020800510942144642,-0.965991293258837,-1.0033512371038855
132,0.005679733989040038,-0.9679435661493149,-1.005660003369021
133,0.005164154748529477,-0.9636771582745026,-1.0097266944193777
134,0.0027283402656217075,-0.9622844557069865,-1.0095359150612553
135,0.0016073708570127356,-0.9627693113619745,-1.0056728936872725
136,0.0032582831768157077,-0.9622936217004938,-1.0029929389421082
137,0.0020172817630517877,-0.963068341127564,-1.0051024148246097
138,0.0008397689858709115,-0.9624637227953303,-1.0073704330642572
139,0.0025734299529900687,-0.964563573267446,-1.0082878824761914
140,0.0016482639609263542,-0.9671043430694138,-1.0109523320329217
141,0.004022463666794394,-0.9717204599761565,-1.010383297236908
142,-1.3686911128332237e-05,-0.966930509417738,-1.009461681096802
143,-0.002439854947563351,-0.9609054231407933,-1.0097559798198774
144,-0.005700529809081089,-0.9631094474881654,-1.0070583857746258
145,-0.007294563968615631,-0.9612733454483732,-1.0043850308244557
146,-0.0046792114661993334,-0.9612977250700785,-1.0080213647045357
147,-0.0023591685474935965,-0.9671284412087676,-1.0099400836773338
148,-0.0010041734033711261,-0.965728145976127,-1.0083687241861903
149,0.0005609990866459231,-0.9618640689629924,-1.0112191304066058
150,-0.0006354864998947596,-0.9643125300570502,-1.0085662370136363
151,0.0007952325221564387,-0.9617847356081433,-1.003937082828995
152,0.0018326357463437186,-0.9570277415143126,-1.0024142444130082
153,0.0009526644234487687,-0.9596460787185368,-1.0056344582531087
154,0.004526978869467914,-0.9631488661775571,-1.0027333842646264
155,0.003106569679078953,-0.9584564468045106,-0.9959800139249624
156,2.4844760878241483e-05,-0.9570037958221642,-1.0036541131772083
157,0.0015132145455037825,-0.9569327981980321,-1.0089520319364575
158,-0.0009418893085104123,-0.9591543871181947,-1.0047999532930583
159,0.0020840701216888317,-0.9652522745129548,-1.005675968495699
160,-0.0007337204558302978,-0.9629767093027294,-1.0078834972182011
161,-0.0028464687231838483,-0.9615799025071743,-1.003959625290535
162,-0.001212319483712016,-0.9609443537130422,-1.0011597252841882
163,-0.003365257278702195,-0.9555775318528138,-1.0031123744443677
164,0.0001827106011729829,-0.9554599911275652,-1.0038459536346918
165,0.001697066365308357,-0.9617273541026526,-1.0044160642364668
166,0.0010583960878716222,-0.9587506063641517,-1.0018578408636103
167,-0.0019456234089250011,-0.9544391889444783,-0.9998251673980486
168,-0.0004802361555663398,-0.9533311808908917,-1.0056665122449597
169,0.004223150601855099,-0.9531482553769648,-1.006299340132561
170,0.0024999227483151485,-0.9550732682971762,-1.0063974638664297
171,0.0005836192541788213,-0.9511083957031571,-1.008316147457561
172,0.0028179531441038397,-0.9566657980638932,-1.0056358314531142
173,0.000961246596608866,-0.9635528403077089,-1.0022937230954156
174,0.005560374020175842,-0.9600411266289156,-1.0026714730575208
175,0.005258299370552588,-0.9562600508409576,-1.0068249514521599
176,0.002178410269414298,-0.9545893938552704,-1.004616371661867
177,0.0007892427983459925,-0.9554125534116809,-1.0031031282251825
178,-0.0004072477571115097,-0.9553625214716716,-1.0051246268886316
179,0.0015411918896633741,-0.9536615103144906,-1.0042825451248962
180,-0.0016029573748792946,-0.9578277924696397,-1.0067770524427968
181,-0.0020840113722552854,-0.9595474889708928,-1.0059817284127046
182,-0.002527359066989236,-0.9538188329862155,-1.0074477905908936
183,-0.0013820304053189952,-0.9561023100569008,-1.0061923314577548
184,0.0009057179170285118,-0.9599677866892522,-1.0023852920798901
185,-0.0031745697346005635,-0.95555806197996,-1.0082118062803502
186,7.860121299947068e-05,-0.9515256386490522,-1.0076150352609274
187,0.0024339584744386064,-0.953524107111749,-1.0063932204290584
188,0.0030544626756078943,-0.9539767395082283,-1.0091113035035102
189,0.005035257880275026,-0.9520173319710409,-1.007649631114697
190,0.005855751265796844,-0.9541947865441295,-1.001360771770463
191,0.003334430053970424,-0.9526651000639108,-1.0002040898677886
192,9.344512294665822e-05,-0.9498058914854788,-1.0018376916688034
193,0.001303411226327605,-0.9559204237362158,-0.9992623197694571
194,-0.004736045337386816,-0.9589299683814171,-1.0007032694058318
195,-0.0052913948477123504,-0.9563989096740484,-1.0011876063234413
196,0.0013693395026363343,-0.9574198897072252,-1.0021836606687307
197,0.002543020038008678,-0.956352465988518,-1.0017725858169635
198,-0.0002924164613527661,-0.9490084331860189,-1.0017363487810556
199,-0.0047168668704753,-0.9488630899653512,-1.005349385463425
200,-0.0013460173229797123,-0.9537822404738368,-1.003922672507112
201,-0.001737428684577531,-0.9551142583169067,-1.0026731781008345
202,-0.0007909482168039221,-0.9560211724653824,-1.0050194659143057
203,0.0002708486899959963,-0.9513482765253449,-1.006820626483866
204,-0.004873421673023382,-0.9470208051784631,-1.0043066593103895
205,-0.002865194382639421,-0.9500819165233775,-1.001858297196512
206,-0.0017167939476149007,-0.9520537631678686,-0.9995320833692427
207,-0.003987718903100322,-0.9527956645679192,-1.003429123022084
208,-0.004966038839540781,-0.9507706767947081,-1.0065625803995533
209,-0.0008792995320426438,-0.9526595311725636,-1.0049948033387466
210,0.001876065566414754,-0.9529437633504992,-1.005919111755767
211,0.00018739047158382733,-0.9461305393014717,-1.0044304964172908
212,0.002758838886513422,-0.9430786505257409,-1.005248143200757
213,0.0009501428834938022,-0.9464793716931095,-1.005705093089184
214,-0.0037111149477658412,-0.9493371217525804,-1.005071315257429
215,-0.0033108751200400617,-0.9486477408302042,-1.0024456102956312
216,-0.0017316779860821875,-0.9473027632842677,-1.001772253822982
217,-0.002172936321653132,-0.9469438280576685,-1.0064713403592005
218,0.0032724423369121557,-0.9455961788703635,-1.0060277370077377
219,0.002519780604067557,-0.9459929896584084,-1.004448377131002
220,0.0008855992305660961,-0.9513187151540985,-1.0045443941120076
221,-0.00036091678043391993,-0.9511075382201767,-1.0030463209992193
222,0.00047783495006556106,-0.950193529467964,-1.0013291994886993
223,-0.0005271195994988788,-0.9510702936109384,-1.0037722758337964
224,0.0025530872307389773,-0.9497065894206178,-1.0037019874992212
225,0.005345632805232419,-0.9528821240820773,-1.002274727178125
226,0.0016889661322924139,-0.9539093757325181,-1.005627565043594
227,-0.00043500899936691774,-0.9478244714772723,-1.0044167748883943
228,-0.0008417738921187721,-0.946643082472826,-1.001904748969556
229,0.00011841535090507515,-0.9502581473909677,-1.0066560188687845
230,0.002215803549731004,-0.9499961001797677,-1.010577205605346
231,0.0028695629352020894,-0.9466449267942064,-1.0054539115666372
232,0.00011032045578508585,-0.9469821147540801,-1.0020761151444482
233,0.0007436333138811311,-0.9456419741637124,-1.0056819858619634
234,0.00342520898850869,-0.9427025312813111,-1.0043588834298505
235,0.0029014253854644312,-0.9432843153241751,-1.0005850398125102
236,0.0008583315896353635,-0.9432759718302487,-1.0031527924908337
237,0.00040634648638569954,-0.9451583622010776,-1.0029971945159029
238,-0.000532297440789882,-0.9477424882113156,-1.004043816292802
239,0.00025227190573469047,-0.9456398085376971,-1.003489772927733
240,-0.0037884296118111003,-0.9441352061683195,-1.0038947787582087
241,-0.002702638734020454,-0.9446352723200692,-1.0055882366706415
242,0.0027875609398308556,-0.9426517179525262,-1.0005550245052195
243,0.010609211282335272,-0.9400529390723352,-1.0006136027546664
244,0.008043284196045206,-0.9408696259872604,-1.0023151812648183
245,0.009524447119265537,-0.9399080097001238,-1.002120444068448
246,0.007582770885473483,-0.935348822794021,-1.0040712551190583
247,0.004821563744500471,-0.9393501393252164,-1.0028467406390933
248,0.004945423512864092,-0.9464062534844405,-0.9991831544492287
249,0.0006113758918439266,-0.9437428413274563,-1.0066080668695563
250,0.001166787640995232,-0.9429788274554601,-1.0087755227251698
251,-0.00021267819087297975,-0.9473410708760958,-1.001617103014917
252,0.0012159102753688303,-0.9476332576556581,-1.0058722529731605
253,0.0003657443183579757,-0.942219774226153,-1.0062441692361739
254,0.00047027749548668224,-0.9428778409055666,-1.0005873766283058
255,-0.0015841372845498336,-0.9427598110899117,-1.0028751223526964
256,-0.0025645906364674775,-0.9399099050104295,-1.0024107435476275
257,-0.005012087168781811,-0.9392170482850711,-1.0015919365582195
258,-0.005876309325296288,-0.9370672066258691,-1.0041982936861968
259,-0.0023395702845238637,-0.9421108259036486,-1.005801724034757
260,-0.0022803528912418883,-0.9432396623911827,-1.003673805951875
261,-0.00535750700287631,-0.9450017500864165,-1.0057100031918238
262,-0.0032389831228610334,-0.9473679985815564,-1.007691625304796
263,0.0007601246816773708,-0.9453649156335029,-1.0023063585914471
264,-0.004511567570255158,-0.9419408913056513,-0.9980591996589876
265,-0.0017321183959069205,-0.9396725372934314,-1.0009030530659286
266,-0.00020795656097103647,-0.937211562764757,-1.0034442538043982
267,0.0014749075845282254,-0.9355747256461251,-0.9999641103597916
268,0.0018721199671340048,-0.9371593599648999,-1.0007459863095187
269,0.0008515182655654207,-0.9420012207813715,-1.003963403694943
270,0.0019259254530487602,-0.941269046737729,-1.0052865603923145
271,-0.0008914133986349602,-0.9362083385326588,-1.0039751308185425
272,0.001975282258394135,-0.93931858161856,-0.9996778800802486
273,-0.0013009466294412405,-0.9391640919991132,-0.9975767016828828
274,-0.007037082823449609,-0.9388669967548424,-1.0001070815450566
275,-0.004932501759991108,-0.9421739097077488,-1.001144394821969
276,-0.0036475819673762637,-0.9420342323237936,-1.004359104987096
277,-0.0012110348943811387,-0.93864718564177,-1.0050213928443876
278,0.003189327678235006,-0.9382224949841492,-1.0021471351040996
279,0.008050145873416922,-0.9337067656198884,-1.0027448894651831
280,0.00700323742293412,-0.9312921142003379,-1.0073513030207297
281,0.007682574794036134,-0.9348572017326882,-1.0125162481453924
282,0.00910762772894061,-0.9368732679583041,-1.009623276112234
283,0.0018411158461579258,-0.9363532547750849,-1.0030843972069041
284,0.0003692040894526648,-0.9366439086390209,-1.0010069420407846
285,-9.953802685344756e-05,-0.9385324310452547,-1.0032298740999126
286,-0.0011639627457247495,-0.9357259524109718,-1.0058117812834872
287,0.0002263545898752223,-0.935661543617531,-1.0055154702673852
288,0.00020022429734979798,-0.9386550546149159,-1.0033408826143908
289,0.00017075254654643507,-0.9357179257023784,-1.0014633130471362
290,-0.0005963682528131544,-0.9338925712832973,-1.004635379889029
291,-0.0017623082853399973,-0.9374803424303232,-1.0070028819216832
292,-0.001111249562822087,-0.9395827472970508,-1.0048142464800307
293,0.0013236150442125384,-0.9368736697955797,-1.0025848600071163
294,0.0021308830110653926,-0.9392514874157473,-0.9980891382572589
295,0.00016446377640523215,-0.9376792647728731,-0.9977572619863715
296,0.0002918758439839614,-0.9353934276301473,-1.0043110932230965
297,-0.001320984942782934,-0.9355031826672566,-1.007256833397029
298,0.003478058526420049,-0.9319322335111977,-1.0063379171339817
299,0.006131466460733707,-0.9342836136335866,-1.0056998464409124
300,0.004127233902985963,-0.9373514117393874,-1.0062269866195892
301,0.0012784162512109892,-0.9391321972816512,-1.006214888341819
302,-0.00047488094193814826,-0.9359818237233931,-1.0056770242536983
303,-0.0007190223172002966,-0.9311473927358973,-1.0056474637167887
304,0.0023619233548608197,-0.9296428876161025,-1.0050337121249406
305,0.007048216453534806,-0.9292028014557357,-1.002310229935284
306,0.0058649909449473145,-0.9326761236394561,-1.0017618150612433
307,0.0022761582872912072,-0.9347242402991232,-1.0043609167514829
308,0.000479676813568637,-0.9345894252192449,-1.0047629138077174
309,-0.002654341930227702,-0.9337595872533573,-1.00474264757789
310,-0.0039843900256787,-0.9278553840593381,-1.00461515731622
311,-0.00021196262644461352,-0.9265642114597794,-1.005442625978965
312,0.0006745780676614888,-0.9284732377752973,-1.0072433142707575
313,0.00021947870370698412,-0.9287748156554998,-1.0071859894209974
314,0.0033959412797845813,-0.9296492371449837,-1.0026342624991564
315,0.003709461535318946,-0.929875454146302,-1.0017893872389352
316,0.0014187045114439712,-0.9292146134437916,-1.001993494035915
317,0.0015993533983250066,-0.928619278566718,-1.0001116523435818
318,-0.00015262467778418747,-0.9329936898296509,-1.0046893192763784
319,0.004505204771375218,-0.9364963976014,-1.0039343934669904
320,0.00519261591059,-0.9343350339491384,-1.0000389940419496
321,0.0014689572926144848,-0.9304194657366233,-1.0041688456870728
322,-0.0006453732833830386,-0.9281153094615643,-1.0095934826770163
323,-0.0002874583409635958,-0.9319358632772974,-1.0073279842158465
324,0.00035900452663599827,-0.9313784777146125,-1.0041021121426783
325,-0.000931633358123526,-0.9305998925181814,-1.0037775744032067
326,-0.0013561190002500407,-0.9320935364005072,-1.000482378528454
327,-0.0024502304355282084,-0.92732728724756,-1.0002460125098172
328,0.0011321815355459935,-0.9289370138010563,-1.0030130448442052
329,0.0023808927506125664,-0.9284161185815771,-1.0017969840021892
330,0.0008439305601207022,-0.926747006615078,-1.001789934371817
331,-0.0007453234243219508,-0.9279552194890154,-1.0030730290346466
332,-0.0005204746909038405,-0.9281892373234156,-0.9985959877756637
333,-0.002676695326490956,-0.9323480662407215,-0.9989896687807545
334,-0.00026693375615911727,-0.9282552296874104,-1.0033133848437648
335,-0.0013996180783780448,-0.9241793819129543,-1.001852037026899
336,-0.004214419581824956,-0.9292679373723579,-1.0028275537347522
337,0.0024169053321878168,-0.9306082297265355,-1.0035966813607886
338,0.003057450994291821,-0.9286052516679335,-1.0006239437841438
339,-0.0009888692362545227,-0.9261726425494978,-1.0010940478136392
340,0.00015073537101792996,-0.9252901347614827,-1.0042308285912247
341,0.0014363236411730441,-0.9251855360385223,-1.0033188612165023
342,0.00021408252785062772,-0.9241252141771016,-1.0009875175014757
343,-0.000914312625059008,-0.9250871304208841,-1.0036876970885318
344,0.00154171664092656,-0.9237443555027633,-1.0042924909112787
345,0.0018126124014257205,-0.9234613855842804,-1.0059001851619263
346,-0.0039156717377022525,-0.9277304489082797,-1.0050313214425934
347,-0.0038587429695170175,-0.9283031082503276,-0.9982450133592764
348,-0.0027210373239066952,-0.9231514510699557,-0.9989096774131601
349,-0.0032464687845174794,-0.9221296513870367,-1.0037175376631087
350,0.0006901468134908385,-0.9249998728636741,-1.001930313133775
351,-0.00020007616479395733,-0.9268435835697665,-1.001027584542827
352,0.0009487183261753197,-0.9236015531192339,-1.0040910138210897
353,0.00252245997957747,-0.9201439680987945,-1.0000084652754517
354,-0.0035571990184022745,-0.917800584975502,-0.9973272237931452
355,-0.004793447494733576,-0.9166834640942344,-1.0029575339357217
356,-0.004266712944529196,-0.9207935599569366,-1.0051733898678417
357,-0.004804906575552941,-0.9240314846772683,-1.0013686055361868
358,0.0007839263977145908,-0.9239873066213659,-0.9999554367165521
359,-0.0006588579638005334,-0.9215848876992885,-1.0029361130839989
360,-0.0033051636946540264,-0.9192788232771768,-1.005517883402459
361,0.0005840426270653136,-0.9193200540220741,-1.0044210463660754
362,-0.0008547852906825996,-0.9231877365314022,-1.0019160884767504
363,-0.0047862038783732476,-0.9270181577339829,-1.0026373422703752
364,-0.000358294441585909,-0.9244298672648794,-1.0040344054267551
365,0.0037296206595150037,-0.9216415742471727,-1.0037911517992957
366,-0.002935716168388337,-0.9228596893722116,-1.0053944674772657
367,-0.0037693268402346465,-0.9223706774309102,-1.0061814112869751
368,-0.001396045655682467,-0.920405123022282,-1.0048230265448657
369,-0.0015264195292243017,-0.9175824573415811,-0.9981871832098616
370,-0.00023869447264570628,-0.9195853790828478,-0.9977669629524675
371,-0.006894716887470618,-0.9219054009911736,-1.004139873668072
372,-0.0052592470905602155,-0.9194304903005178,-1.0052924233595764
373,0.0004998818113616476,-0.9172085607876812,-1.0058684756691478
374,-0.0004209091927848231,-0.9160865969852008,-1.0018609827666578
375,0.0021200207972204774,-0.9177635857452275,-0.9991210001509305
376,0.001284246495778548,-0.920189101923445,-1.0002198617224527
377,-0.0029135388318836707,-0.918667913738396,-1.0001458992337995
378,7.102285736522646e-05,-0.9166540072928523,-1.0027171565953568
379,-0.003187670836660957,-0.9177985269140752,-1.004984792417161
380,-0.006675138527817379,-0.9152637868649791,-1.0037758397097631
381,0.00034722431090458456,-0.9084005607960207,-1.0025471550942604
382,-0.001368243738987947,-0.9101114738680167,-1.0054885850311757
383,-0.00022415670980738332,-0.9160710987314913,-1.0019914337769933
384,0.002126674518103144,-0.9181759837579815,-0.9995775459082644
385,-8.401507600980316e-05,-0.9212509910039407,-1.0022701291355673
386,0.0018758217799507266,-0.9218528748257657,-1.0008137998747906
387,0.005357003715593924,-0.9181888058123953,-1.0027807785505163
388,0.003467688679445162,-0.9166789070305532,-1.004829638414557
389,0.0013105055936515012,-0.919724957834659,-1.0048985760733968
390,-0.0006326453541300422,-0.9190670847886669,-1.0036345028562854
391,0.0010550331481528038,-0.9164018606578581,-0.9986689781030503
392,0.001691800258277758,-0.918413392902124,-1.00092694099726
393,0.0009563082308646758,-0.9171282388537965,-1.0010993712175567
394,1.034926077395277e-05,-0.9115553861141056,-0.9944153562314515
395,-0.0010220643794053926,-0.9110121274944293,-0.9999140026615773
396,0.0018120675209084025,-0.9163494517348488,-0.9983958152287543
397,0.0033381738606269922,-0.9200217504850837,-0.9965247794774177
398,0.0028495025396386565,-0.9151984273084902,-1.0015161344980468
399,0.0018074994492357382,-0.9138030310698123,-1.0036894445720939
400,-0.00240571400946528,-0.9126823878507137,-1.0030962342277892
401,-0.0029350377696101,-0.9135504791534687,-0.9970828722486781
402,-9.619338160989609e-05,-0.9166622420498004,-0.9954489910893638
403,0.0008990715151448649,-0.914838700245925,-1.0029456685862708
404,-0.003854328677626785,-0.9177064116346642,-1.0026052125072349
405,-0.0067733518176799614,-0.9186084556226797,-0.9948257941772666
406,-0.006260486656515148,-0.9138807997101118,-0.9959984408783457
407,-0.00894297612242254,-0.911516357752992,-0.9990345961992733
408,-0.006457151348377381,-0.9133537967367226,-1.0002470093698637
409,0.00019703536240365868,-0.9126991802165044,-0.9980802012001165
410,-0.0020872340613047945,-0.9069209241012812,-0.9983261463447346
411,-0.002086032224761403,-0.907763789618283,-1.0002793703427764
412,-0.0006474584098943473,-0.9108077960913004,-0.9957110761972388
413,0.0018305839989259723,-0.9107323238817644,-0.997781528122349
414,-0.00011546475016398021,-0.9075386484181127,-1.0011724906386723
415,-0.00014564314632597888,-0.9059063725202782,-1.0027103761380076
416,0.00021717546225285124,-0.908312207528536,-1.0023716331833397
417,-0.00020823381450887636,-0.9136213538671333,-1.001273956500291
418,-0.0009879692462964906,-0.9152438267537035,-1.003255300264366
419,-0.0025133896632199763,-0.9113259078619534,-1.0015595603125345
420,0.00230419656124425,-0.9082496162826815,-1.0043030355029314
421,0.0014071107798341426,-0.9078186842254292,-1.002752142526084
422,0.002096646933088244,-0.9080346000966512,-0.9984529532572821
423,0.001907564586832249,-0.9087635520079725,-0.9981464214976229
424,-0.0034923513438449767,-0.9108946894817782,-1.0016013845432568
425,-0.0018167366853650867,-0.9099078164244783,-1.0036498868706774
426,0.0007972159295929276,-0.9076383870647002,-1.0003549192579944
427,0.0016640264843966227,-0.9087290523138942,-1.0019412613141727
428,0.0014186811822345727,-0.9067265326966655,-1.0023448498744152
429,-0.0006904986681010037,-0.9049248154693809,-1.0014837137513322
430,-0.002668801684621935,-0.9085202935297972,-0.9998956893106481
431,-0.000693129315280685,-0.910929182336285,-1.0020369042552835
432,0.0031308661267008464,-0.9145672324222497,-1.0053821752083714
433,0.0004063923390124988,-0.9110977831202075,-1.0021378063453075
434,0.0011542297720166478,-0.9060991616089072,-0.9992468829017594
435,0.00041617301016211924,-0.9038157122636956,-0.9981803742934233
436,-0.0013356828689231695,-0.9065031645744878,-1.000260168417359
437,0.00018631264430594773,-0.9074292906413618,-1.002880257399011
